year,state,fungicide (lb/acre),herbicide (lb/acre),insecticide (lb/acre),other chemicals (lb/acre),fertilizer (lb/acre),april-nov-avg-temp,april-nov-precipitation,april-nov-pdsi,april-avg-temp,may-avg-temp,june-avg-temp,july-avg-temp,august-avg-temp,september-avg-temp,october-avg-temp,november-avg-temp,april-precipitation,may-precipitation,june-precipitation,july-precipitation,august-precipitation,september-precipitation,october-precipitation,november-precipitation,april-pdsi,may-pdsi,june-pdsi,july-pdsi,august-pdsi,september-pdsi,october-pdsi,november-pdsi,population-density,price-received,grain-yield,silage-yield,subsoil-score-april,subsoil-score-may,subsoil-score-june,subsoil-score-july,subsoil-score-august,subsoil-score-september,subsoil-score-october,topsoil-score-april,topsoil-score-may,topsoil-score-june,topsoil-score-july,topsoil-score-august,topsoil-score-september,topsoil-score-october,april-nov-subsoil-score,april-nov-topsoil-score
1909,illinois,,,,,,61.5,31.44,1.4585714285714286,49.3,59.4,71.3,72.8,76.3,63.9,50.2,48.8,6.09,4.06,4.07,4.7,2.07,3.75,2.64,4.06,1.58,1.55,1.44,1.91,1.16,1.31,1.32,1.52,96.12603613489416,0.56,38.8,,,,,,,,,,,,,,,,,
1909,indiana,,,,,,60.5,33.29,2.347142857142857,48.7,58.8,71.1,71.5,73.7,62.8,48.4,49.1,5.26,4.58,5.4,5.27,3.37,2.63,3.56,3.22,1.43,1.57,1.96,2.57,2.44,2.27,2.78,2.84,73.53193545774178,0.55,39.9,,,,,,,,,,,,,,,,,
1909,iowa,,,,,,58.3,32.76,2.8628571428571425,42.9,57.2,68.6,71.8,75.4,61.5,48.4,40.8,4.49,4.37,6.29,4.69,1.88,3.64,2.05,5.35,2.84,2.91,3.36,3.6,2.47,2.28,2.06,3.36,39.503980696894295,0.52,37.1,,,,,,,,,,,,,,,,,
1909,minnesota,,,,,,52.1,24.07,1.4714285714285713,33.8,51.4,63.9,67.7,69.2,57.0,42.8,30.8,1.67,3.18,3.22,4.15,4.68,2.91,1.8,2.46,1.02,1.2,0.69,1.11,1.59,1.6,1.63,2.48,23.592113861453903,0.5,33.9,,,,,,,,,,,,,,,,,
1909,missouri,,,,,,65.0,33.91,0.6900000000000002,53.2,62.4,73.0,76.4,79.0,68.0,56.0,51.9,4.74,5.54,5.35,5.93,0.47,4.6,2.76,4.52,1.04,1.33,1.47,2.35,-0.96,0.21,0.07,0.36,47.03975885345214,,26.9,,,,,,,,,,,,,,,,,
1909,nebraska,,,,,,58.5,21.08,4.085714285714285,43.3,56.4,68.1,73.7,75.7,62.6,50.0,38.1,1.13,3.37,3.95,3.73,2.38,2.88,1.09,2.55,3.58,3.63,3.62,4.27,4.11,4.31,3.89,4.77,15.216978993975395,0.5,24.8,,,,,,,,,,,,,,,,,
1910,illinois,,,,,,60.6,26.19,-1.1342857142857146,52.1,57.0,69.3,75.5,72.2,65.9,56.7,35.7,3.35,4.99,2.21,4.12,2.72,4.53,3.23,1.04,-1.92,-1.13,-1.6,-1.3,-1.44,-0.84,-0.61,-1.02,97.87001487562064,0.45,41.0,,,,,,,,,,,,,,,,,
1910,indiana,,,,,,59.6,29.55,0.3657142857142857,51.3,56.2,67.6,74.2,70.6,65.8,55.6,35.3,3.53,3.8,2.01,5.86,2.4,5.0,5.15,1.8,-2.1,-1.75,-2.23,0.79,0.39,1.15,2.12,2.09,74.49295776581533,0.45,39.0,,,,,,,,,,,,,,,,,
1910,iowa,,,,,,58.7,17.65,-3.48,51.7,54.9,69.0,74.2,71.4,62.4,54.0,31.7,1.52,3.28,2.01,1.85,4.09,3.74,0.82,0.34,-2.34,-2.19,-3.0,-3.73,-3.56,-3.36,-3.94,-4.58,39.59283355496198,0.42,41.5,,,,,,,,,,,,,,,,,
1910,minnesota,,,,,,53.1,12.91,-4.502857142857144,46.4,50.1,66.8,69.2,64.2,56.6,48.7,23.0,1.62,1.43,1.5,2.1,2.13,2.57,0.98,0.58,-1.68,-2.16,-3.58,-4.46,-4.98,-4.87,-5.44,-6.03,23.994709661137417,0.46,32.0,,,,,,,,,,,,,,,,,
1910,missouri,,,,,,63.1,31.09,0.8214285714285714,54.3,60.2,70.1,76.8,74.6,69.0,58.5,41.2,3.42,6.32,3.82,5.88,2.83,5.63,2.81,0.38,-1.56,0.78,0.62,1.54,1.4,1.92,0.01,-0.52,47.35536565271288,,33.0,,,,,,,,,,,,,,,,,
1910,nebraska,,,,,,59.1,14.95,-1.727142857142857,51.9,54.3,68.5,74.4,69.4,63.8,54.4,36.3,0.7,2.72,2.67,1.82,4.15,2.11,0.63,0.15,-1.82,-1.73,-2.04,-2.42,-1.21,-1.12,-1.6,-1.97,15.48847989361302,0.44,26.0,,,,,,,,,,,,,,,,,
1911,illinois,,,,,,62.1,30.59,-0.0257142857142857,49.0,67.5,75.3,75.8,72.5,68.8,52.9,34.6,4.83,1.9,2.66,2.35,4.12,8.96,2.82,2.95,-0.63,-1.62,-2.32,-2.91,0.06,2.0,2.1,2.51,99.40678822140931,0.64,36.0,,,,,,,,,,,,,,,,,
1911,indiana,,,,,,61.3,30.08,-0.2528571428571428,48.2,66.7,72.4,74.2,72.4,68.3,52.7,35.4,5.16,2.53,3.73,1.83,3.24,6.05,4.14,3.4,0.68,-0.86,-1.08,-1.96,-2.09,0.95,1.46,1.81,75.5363534145809,0.62,34.5,,,,,,,,,,,,,,,,,
1911,iowa,,,,,,59.0,24.62,-2.572857142857143,45.9,64.5,75.0,75.0,70.9,64.8,47.6,28.2,3.06,3.92,1.91,2.4,3.48,5.0,3.42,1.43,-4.16,-3.97,-4.96,-5.34,-5.23,0.19,0.72,0.58,39.96601555884627,0.6,35.5,,,,,,,,,,,,,,,,,
1911,minnesota,,,,,,51.5,23.94,-2.447142857142857,41.1,58.0,68.5,67.2,62.8,55.1,41.6,17.9,1.81,3.24,3.76,3.52,4.05,3.28,3.1,1.18,-7.68,-7.16,-7.11,-6.57,0.37,0.59,1.36,1.39,24.3742999865533,0.53,33.0,,,,,,,,,,,,,,,,,
1911,missouri,,,,,,65.0,28.48,-0.7557142857142857,53.0,68.4,78.5,77.7,75.2,73.1,55.9,37.8,4.93,1.44,1.8,3.62,4.33,6.69,3.06,2.61,-0.12,-1.43,-2.52,-2.67,0.01,0.52,0.43,0.37,47.58489787035705,,26.0,,,,,,,,,,,,,,,,,
1911,nebraska,,,,,,58.3,18.41,-1.2085714285714284,46.5,60.2,74.0,73.4,69.5,66.1,46.2,30.1,2.88,2.26,1.67,2.73,3.42,2.01,3.18,0.26,-2.02,-2.68,-3.98,-4.13,0.31,-0.35,1.38,0.99,15.721194950445268,0.62,21.5,,,,,,,,,,,,,,,,,
1912,illinois,,,,,,61.9,27.87,0.8957142857142856,52.6,64.3,67.8,75.3,71.7,67.0,55.1,41.1,4.86,3.86,3.1,4.31,3.74,2.73,3.37,1.9,2.16,1.76,1.42,1.58,1.69,-0.19,0.24,-0.23,100.6327534747913,0.52,40.0,,,,,,,,,,,,,,,,,
1912,indiana,,,,,,61.1,30.01,2.108571428571429,52.3,63.3,67.3,74.1,70.4,66.9,53.7,40.6,4.85,4.39,2.82,5.18,5.45,3.36,1.99,1.97,2.04,1.82,1.33,1.77,2.73,2.7,2.39,2.02,76.46991794242378,0.51,39.5,,,,,,,,,,,,,,,,,
1912,iowa,,,,,,59.0,24.07,-0.6885714285714286,49.0,62.0,65.8,74.1,70.2,61.3,51.1,38.5,2.61,3.17,2.66,3.76,3.85,3.99,3.06,0.97,-0.11,-0.5,-1.04,-1.0,-0.93,-0.65,-0.21,-0.49,40.4991327072524,0.44,46.0,,,,,,,,,,,,,,,,,
1912,minnesota,,,,,,52.7,20.32,-0.0557142857142857,43.6,54.5,61.2,67.5,62.2,55.4,45.5,31.7,2.03,4.03,1.76,4.26,3.87,3.13,0.91,0.33,-0.74,-0.1,-1.08,0.41,0.83,1.06,-0.45,-1.06,24.69637662630011,0.4,34.0,,,,,,,,,,,,,,,,,
1912,missouri,,,,,,64.4,30.07,-0.0514285714285714,55.0,67.0,69.0,78.4,75.6,68.0,57.9,44.0,5.92,3.77,4.77,2.87,4.2,3.21,3.73,1.6,2.05,-0.45,0.26,0.07,0.33,-0.15,0.0,-0.42,47.972233487631584,,32.0,,,,,,,,,,,,,,,,,
1912,nebraska,,,,,,57.9,17.54,1.4357142857142855,47.9,59.7,64.5,73.8,70.2,57.8,50.1,39.4,2.2,1.75,2.13,3.54,3.33,2.53,1.56,0.5,2.44,1.56,0.95,1.35,1.89,2.25,2.32,-0.27,15.9280527787406,0.49,27.0,,,,,,,,,,,,,,,,,
1913,illinois,,,,,,63.4,22.71,-2.011428571428571,51.3,62.4,73.4,77.8,77.4,66.2,52.3,46.4,2.81,3.06,2.56,2.11,2.35,2.96,3.76,3.1,-0.32,-0.66,-1.26,-2.0,-2.72,-2.79,-2.28,-2.37,102.92927993535191,0.66,28.0,,,,,,,,,,,,,,,,,
1913,indiana,,,,,,62.4,24.64,-1.7185714285714284,50.1,61.7,72.3,76.7,75.1,65.1,52.9,45.4,3.22,2.88,2.13,3.38,3.31,2.64,3.44,3.64,-0.18,-0.64,-1.46,-1.82,-2.05,-2.19,-1.92,-1.95,77.54077137142,0.64,35.5,,,,,,,,,,,,,,,,,
1913,iowa,,,,,,60.6,24.97,-1.3314285714285714,49.3,58.8,71.0,75.7,75.8,63.5,48.2,42.3,3.17,6.32,3.31,1.86,2.76,3.37,3.01,1.17,0.56,1.59,-0.6,-1.45,-2.19,-2.34,-1.9,-2.43,40.961167569204385,0.61,37.5,,,,,,,,,,,,,,,,,
1913,minnesota,,,,,,53.5,23.68,0.9857142857142858,44.8,51.1,66.1,66.0,67.7,56.8,40.7,34.5,1.9,3.57,3.17,5.53,2.95,3.3,2.57,0.69,-1.72,0.54,-0.56,1.31,0.95,1.22,1.85,1.59,25.19099432305414,0.54,38.0,,,,,,,,,,,,,,,,,
1913,missouri,,,,,,66.2,24.68,-2.067142857142857,54.9,65.4,75.0,79.8,82.1,68.5,53.7,49.9,3.34,2.63,2.62,3.1,1.1,4.62,4.61,2.66,-0.16,-0.89,-1.51,-1.83,-3.12,-2.81,-2.09,-2.22,48.90470812181102,,17.5,,,,,,,,,,,,,,,,,
1913,nebraska,,,,,,59.9,16.21,-0.85,49.6,58.5,69.9,74.7,76.5,62.2,46.3,41.5,2.78,3.6,2.53,2.51,1.49,2.08,0.55,0.67,0.73,0.87,-0.53,-0.56,-1.34,-1.25,-1.44,-1.7,16.109053378499016,0.64,15.0,,,,,,,,,,,,,,,,,
1914,illinois,,,,,,63.8,19.65,-4.0685714285714285,51.7,64.4,75.0,78.4,75.1,65.6,56.9,43.3,2.21,2.27,2.61,1.54,3.39,3.9,3.09,0.64,-2.74,-3.22,-3.69,-4.55,-4.52,-4.02,-3.79,-4.69,105.48481313958476,0.68,31.0,,,,,,,,,,,,,,,,,
1914,indiana,,,,,,62.6,20.54,-3.565714285714286,50.4,63.3,73.8,76.8,73.6,64.9,56.2,41.9,3.03,2.6,2.27,1.86,4.75,2.54,2.46,1.03,-2.03,-2.48,-3.16,-4.06,-3.41,-3.48,-3.66,-4.71,78.44687811903222,0.67,33.0,,,,,,,,,,,,,,,,,
1914,iowa,,,,,,61.1,26.89,-0.857142857142857,48.0,61.7,71.7,76.2,72.9,63.6,54.9,39.4,2.49,3.31,5.69,2.28,2.19,7.47,3.25,0.21,-2.51,-2.57,-1.98,-2.4,-2.97,1.29,1.62,1.01,41.54759643245113,0.64,40.5,,,,,,,,,,,,,,,,,
1914,minnesota,,,,,,54.2,24.62,0.4514285714285714,39.2,56.3,63.5,71.2,64.4,58.0,50.3,30.3,2.18,2.95,7.32,2.65,3.88,3.15,2.02,0.47,1.24,0.92,2.63,-0.44,0.33,0.48,-0.12,-0.64,25.69711475694199,0.59,35.0,,,,,,,,,,,,,,,,,
1914,missouri,,,,,,66.3,24.74,-1.8985714285714284,54.0,66.0,78.8,80.2,77.3,68.8,58.0,47.0,3.12,1.4,2.19,2.56,4.09,6.15,4.52,0.71,-1.53,-2.58,-3.42,-4.0,-3.81,0.49,0.81,-0.78,49.73676241077114,,22.0,,,,,,,,,,,,,,,,,
1914,nebraska,,,,,,60.6,17.53,-1.0171428571428571,48.0,59.4,71.3,75.9,72.4,64.3,52.7,40.7,2.44,2.63,4.41,1.8,2.81,1.96,1.47,0.01,-0.28,-0.71,-0.5,-1.09,-0.99,-1.1,-0.99,-1.74,16.341768435331264,0.61,24.5,,,,,,,,,,,,,,,,,
1915,illinois,,,,,,61.4,33.48,2.9171428571428573,57.9,59.1,67.8,72.2,66.9,67.5,55.6,44.0,1.38,6.93,4.75,6.73,6.1,4.34,0.83,2.42,-5.21,1.02,1.4,2.74,4.12,4.38,3.5,3.26,106.95251802039418,0.66,38.0,,,,,,,,,,,,,,,,,
1915,indiana,,,,,,60.8,31.21,2.122857142857143,55.8,58.6,67.6,72.0,66.7,67.1,55.0,43.8,1.53,5.78,3.27,6.45,6.26,3.71,1.46,2.75,-5.23,0.57,0.37,1.59,3.22,3.37,2.9,2.84,78.88620260272299,0.65,38.5,,,,,,,,,,,,,,,,,
1915,iowa,,,,,,58.2,32.91,3.4828571428571427,56.2,55.6,64.5,69.0,65.2,62.8,53.2,38.7,1.32,7.35,4.1,8.06,2.82,6.08,1.28,1.9,0.77,2.29,2.13,4.05,3.71,4.56,3.86,3.78,42.045172437630185,0.63,32.5,,,,,,,,,,,,,,,,,
1915,minnesota,,,,,,52.2,24.62,2.07,50.6,50.2,58.1,63.5,62.7,56.6,46.4,29.3,1.59,4.06,6.72,3.73,1.84,2.79,2.07,1.82,-1.28,0.86,2.64,2.94,2.09,1.96,1.86,2.14,26.14572150516076,0.64,23.0,,,,,,,,,,,,,,,,,
1915,missouri,,,,,,64.2,39.13,3.0157142857142856,60.3,63.0,70.2,74.3,69.3,69.7,58.4,48.0,2.11,7.59,6.62,5.61,7.89,5.24,1.24,2.83,-1.31,0.94,1.65,2.47,4.3,4.61,3.7,3.44,50.09540650084016,,29.5,,,,,,,,,,,,,,,,,
1915,nebraska,,,,,,57.5,29.84,6.359999999999999,53.6,54.6,63.1,68.5,66.2,61.4,53.2,39.4,3.56,5.11,5.65,5.95,3.93,3.79,1.31,0.54,2.15,3.24,4.38,6.31,7.43,8.26,7.78,7.12,16.44519734947893,0.58,31.0,,,,,,,,,,,,,,,,,
1916,illinois,,,,,,62.0,25.01,-1.0071428571428571,49.8,62.6,66.3,80.4,76.1,64.2,54.0,42.4,1.66,4.69,5.36,1.19,4.29,2.93,2.95,1.94,-1.32,-0.98,-0.08,-1.25,-1.06,-1.12,-1.04,-1.52,108.33388731997952,1.11,31.0,,,,,,,,,,,,,,,,,
1916,indiana,,,,,,61.4,25.92,-0.6542857142857142,49.0,62.7,66.1,78.7,75.0,64.2,53.1,42.5,2.26,4.51,6.65,2.37,3.22,2.91,2.17,1.83,-1.1,0.07,1.39,-0.77,-1.0,-1.01,-1.27,-1.99,79.54518932825913,1.08,32.5,,,,,,,,,,,,,,,,,
1916,iowa,,,,,,58.7,22.91,-1.052857142857143,46.4,59.2,64.0,79.3,73.4,61.7,49.9,36.0,2.49,4.75,3.71,1.76,2.68,3.85,2.13,1.54,-0.21,0.41,-0.06,-1.05,-1.71,-1.61,-1.58,-1.77,42.22287815376555,1.15,38.0,,,,,,,,,,,,,,,,,
1916,minnesota,,,,,,51.9,22.98,3.0000000000000004,39.1,51.8,59.0,74.4,66.6,54.8,41.3,28.4,2.69,3.96,4.83,2.75,4.11,3.0,1.33,0.31,3.23,3.62,4.04,3.07,3.05,2.96,2.57,1.69,26.548317304844275,0.99,33.0,,,,,,,,,,,,,,,,,
1916,missouri,,,,,,64.6,26.81,-0.8871428571428571,52.4,65.2,69.6,81.0,78.8,67.0,57.2,45.2,3.24,5.45,5.81,1.26,3.72,2.9,1.98,2.45,-0.71,0.23,0.77,-0.88,-1.03,-1.31,-1.79,-2.2,50.59750822693678,,19.5,,,,,,,,,,,,,,,,,
1916,nebraska,,,,,,57.9,16.81,4.0600000000000005,46.2,57.4,64.0,78.4,72.0,61.5,48.6,34.7,1.52,3.51,3.21,2.01,3.44,1.45,1.07,0.6,5.15,5.04,4.73,4.21,4.43,3.74,3.35,2.92,16.483983192284306,1.15,27.0,,,,,,,,,,,,,,,,,
1917,illinois,,,,,,58.7,25.9,0.0885714285714285,48.8,55.8,67.9,74.6,71.1,64.1,45.5,41.5,4.61,4.21,5.37,2.97,2.65,2.6,2.89,0.6,0.51,0.82,1.46,-0.16,-0.3,-0.43,-0.02,-0.75,109.00730485352736,1.3,40.0,,,,,,,,,,,,,,,,,
1917,indiana,,,,,,58.0,27.24,0.2514285714285714,48.8,54.8,67.4,73.0,70.9,63.5,45.5,40.2,4.17,4.85,5.45,3.27,2.6,1.78,4.6,0.52,0.4,0.94,1.61,-0.11,-0.33,-0.76,1.0,-0.59,79.90214047125788,1.35,35.5,,,,,,,,,,,,,,,,,
1917,iowa,,,,,,56.4,24.07,-0.3785714285714286,44.8,54.7,65.6,74.0,68.6,61.8,41.8,39.5,4.39,3.91,6.57,2.36,2.36,2.87,1.34,0.27,0.92,1.13,2.03,-0.5,-0.95,-1.15,-1.19,-2.02,42.329501583446785,1.3,38.5,,,,,,,,,,,,,,,,,
1917,minnesota,,,,,,50.5,16.02,-1.412857142857143,37.6,50.6,59.4,69.5,63.2,55.6,34.2,33.6,2.17,1.47,2.88,3.12,2.2,2.22,1.79,0.17,2.04,-0.65,-0.95,-1.14,-1.68,-1.88,-1.41,-2.18,26.789874784654383,1.27,27.0,,,,,,,,,,,,,,,,,
1917,missouri,,,,,,61.6,27.23,-1.2357142857142858,52.3,58.5,70.7,77.3,72.8,67.1,49.2,44.5,5.85,4.4,3.96,3.25,4.56,2.9,1.15,1.16,-1.94,-1.55,-1.45,-1.29,-0.66,-0.78,-1.15,-1.77,49.77979970157942,,33.5,,,,,,,,,,,,,,,,,
1917,nebraska,,,,,,56.9,18.08,0.3357142857142857,44.0,52.1,65.9,75.4,68.5,63.0,44.1,42.4,3.16,4.8,3.05,1.27,2.32,2.64,0.35,0.49,2.35,3.36,0.03,-0.4,0.06,0.39,-0.31,-0.78,16.61326933496889,1.37,27.0,,,,,,,,,,,,,,,,,
1918,illinois,,,,,,61.5,29.72,0.5842857142857143,46.7,66.2,71.5,73.2,77.8,58.9,56.7,41.1,5.29,5.22,3.52,2.58,3.83,3.88,3.16,2.24,0.86,0.98,0.71,0.32,0.19,0.65,0.72,0.52,108.35115443622432,1.42,36.5,,,,,,,,,,,,,,,,,
1918,indiana,,,,,,61.1,27.96,-0.4771428571428572,47.8,66.5,70.2,71.6,77.1,58.0,56.2,41.2,4.29,4.7,3.38,2.98,3.21,4.25,2.87,2.28,-1.16,-1.1,-1.22,-1.33,-1.57,0.75,0.71,0.42,79.0784070643377,1.44,35.0,,,,,,,,,,,,,,,,,
1918,iowa,,,,,,59.4,28.72,0.7028571428571428,44.0,64.3,70.2,72.5,75.0,57.5,53.9,38.1,2.3,6.85,5.2,3.31,3.59,1.84,3.6,2.03,-3.32,0.94,1.06,0.92,0.64,0.15,0.57,0.64,41.77861386342712,1.4,37.0,,,,,,,,,,,,,,,,,
1918,minnesota,,,,,,52.5,20.86,-1.8685714285714288,40.2,54.7,63.1,66.7,66.8,50.7,45.8,32.2,1.91,4.3,1.9,3.24,3.89,1.08,2.42,2.12,-3.34,-2.29,-3.1,-2.91,-2.51,-2.91,0.11,0.53,26.352770773569425,1.25,37.0,,,,,,,,,,,,,,,,,
1918,missouri,,,,,,64.7,30.34,-2.572857142857143,50.2,68.3,76.6,76.6,81.2,61.5,59.8,43.4,5.27,5.42,3.29,1.75,3.38,4.64,3.4,3.19,-2.57,-2.26,-2.55,-2.96,-3.22,-2.55,-2.37,-2.1,47.69966397917913,,20.0,,,,,,,,,,,,,,,,,
1918,nebraska,,,,,,58.9,19.44,-1.1285714285714286,42.4,61.2,72.5,73.6,73.9,58.2,53.3,36.0,2.31,4.11,1.87,3.39,2.43,1.72,2.52,1.09,-1.27,-1.1,-2.19,-1.95,-2.1,-1.99,0.65,0.78,16.367625663868182,1.45,18.0,,,,,,,,,,,,,,,,,
1919,illinois,,,,,,62.5,30.83,0.2257142857142857,52.1,58.9,74.2,78.0,72.6,68.8,56.8,38.4,2.42,5.19,4.63,1.86,2.86,3.61,6.91,3.35,-0.74,0.57,0.64,-0.77,-1.04,-1.05,1.39,1.84,110.37140703686788,1.47,36.0,7.2,,,,,,,,,,,,,,,,
1919,indiana,,,,,,62.4,30.04,-0.2457142857142857,50.8,58.5,74.4,77.0,71.6,68.2,58.7,40.0,2.98,4.63,3.7,1.96,2.52,2.43,8.17,3.65,-0.39,-0.03,-0.35,-1.28,-1.74,-2.16,1.7,2.14,79.79230935033519,1.44,35.6,6.9,,,,,,,,,,,,,,,,
1919,iowa,,,,,,59.0,30.96,1.542857142857143,47.6,57.4,71.3,76.8,70.6,66.4,49.5,32.0,4.79,3.07,5.85,2.74,2.63,5.3,3.17,3.41,2.2,1.78,2.02,1.35,0.72,1.08,1.48,2.37,42.276189868606174,1.34,41.6,7.8,,,,,,,,,,,,,,,,
1919,minnesota,,,,,,51.9,24.19,1.508571428571429,41.6,54.7,66.6,70.3,65.5,58.6,37.9,20.3,2.33,2.37,5.25,4.76,3.4,1.94,1.86,2.28,1.37,0.81,1.19,1.84,1.82,1.23,1.47,2.2,26.98542131592923,1.3,35.5,7.8,,,,,,,,,,,,,,,,
1919,missouri,,,,,,64.4,35.1,0.8214285714285714,54.6,61.6,74.5,78.9,75.3,70.6,58.0,41.5,3.04,5.68,5.77,2.29,4.14,3.21,7.32,3.65,-1.94,0.49,0.79,0.31,0.49,0.16,1.49,2.02,48.35956910490612,,26.5,5.0,,,,,,,,,,,,,,,,
1919,nebraska,,,,,,57.6,21.13,1.9542857142857144,45.9,56.8,69.0,76.7,72.1,66.5,44.5,29.0,2.93,2.45,4.63,2.77,1.36,2.62,1.83,2.54,2.0,1.64,2.05,2.13,1.39,1.42,1.91,3.14,16.67791240631118,1.32,24.0,4.9,,,,,,,,,,,,,,,,
1920,illinois,,,,,,61.1,22.7,-1.1557142857142857,45.9,60.3,71.3,73.8,71.4,68.5,59.2,38.5,4.49,4.79,2.08,2.53,2.91,2.72,2.06,1.12,1.35,1.57,-0.73,-1.13,-1.28,-1.59,-2.05,-2.88,115.05079553921318,0.58,35.0,6.8,,,,,,,,,,,,,,,,
1920,indiana,,,,,,60.4,26.2,-0.6314285714285715,45.8,59.6,70.0,72.0,70.4,67.5,58.6,39.5,5.71,3.52,3.13,3.79,3.1,2.67,2.16,2.12,1.12,-0.14,-0.44,-0.32,-0.33,-0.58,-1.04,-1.57,80.91807833979277,0.57,39.5,7.4,,,,,,,,,,,,,,,,
1920,iowa,,,,,,58.2,25.98,-0.5185714285714285,41.4,58.7,70.0,71.6,68.4,65.4,56.5,33.8,4.4,3.3,3.35,3.97,3.4,3.23,2.11,2.22,2.61,-0.16,-0.67,-0.41,-0.41,-0.57,-0.82,-0.59,42.64937187249046,0.47,46.0,8.7,,,,,,,,,,,,,,,,
1920,minnesota,,,,,,52.8,21.46,0.4885714285714285,33.7,54.2,63.7,66.6,65.6,60.5,50.7,27.4,1.73,3.11,5.69,3.12,1.94,2.86,1.83,1.18,2.27,2.09,2.82,2.6,-0.75,-0.85,-1.16,-1.33,27.64107733255667,0.47,33.5,7.8,,,,,,,,,,,,,,,,
1920,missouri,,,,,,63.0,28.13,0.2771428571428571,49.8,63.6,72.1,76.1,72.5,69.5,60.3,40.1,3.64,5.19,2.19,3.32,4.69,4.78,3.27,1.05,0.86,0.99,0.21,0.09,0.55,0.74,-0.06,-0.58,48.83297930379722,,31.5,5.6,,,,,,,,,,,,,,,,
1920,nebraska,,,,,,57.1,22.49,4.082857142857143,39.0,57.0,67.6,73.5,68.6,63.8,54.0,32.9,5.25,3.48,3.2,2.68,3.64,1.11,2.04,1.09,4.49,4.47,4.03,4.0,4.66,3.77,3.83,3.82,16.807198548995764,0.38,33.2,6.4,,,,,,,,,,,,,,,,
1921,illinois,,,,,,64.0,30.33,-0.6700000000000002,54.2,64.2,75.6,79.6,73.0,70.3,54.3,40.6,4.73,2.09,3.83,1.9,5.22,6.58,2.34,3.64,-2.18,-2.77,-2.85,-3.63,0.52,1.44,1.19,1.41,118.41788320695242,0.47,35.0,7.3,,,,,,,,,,,,,,,,
1921,indiana,,,,,,63.8,31.55,-0.1442857142857141,54.3,63.5,75.4,79.5,71.9,70.3,53.3,42.2,4.15,2.32,3.33,2.14,5.6,5.43,2.85,5.73,-0.75,-1.44,-1.91,-2.92,0.74,1.31,1.21,2.0,81.71435396648228,0.48,36.0,7.0,,,,,,,,,,,,,,,,
1921,iowa,,,,,,61.0,28.14,-0.37,51.5,62.6,74.0,77.3,71.3,66.2,53.3,31.9,3.37,4.3,3.63,2.59,5.02,6.69,1.96,0.58,-0.75,-0.64,-1.2,-1.78,0.28,1.19,-0.08,-0.36,42.77376587378523,0.41,43.0,8.5,,,,,,,,,,,,,,,,
1921,minnesota,,,,,,54.4,19.85,-2.232857142857143,45.0,55.7,68.9,73.0,66.1,58.7,46.5,21.2,1.81,3.46,2.69,3.79,2.36,4.28,0.64,0.82,-1.65,-1.33,-2.2,-2.17,-2.72,-1.89,-2.47,-2.85,27.99766218370492,0.41,38.5,7.9,,,,,,,,,,,,,,,,
1921,missouri,,,,,,65.9,34.44,0.7542857142857143,55.2,65.7,76.0,80.0,76.4,73.0,56.6,44.2,5.37,3.52,5.71,2.4,5.49,6.88,2.18,2.89,0.93,0.37,0.59,0.1,0.68,1.4,1.06,1.08,49.19162339386624,,30.5,5.7,,,,,,,,,,,,,,,,
1921,nebraska,,,,,,60.1,18.07,-0.7285714285714286,48.4,59.5,71.6,75.5,72.2,64.7,53.7,35.0,1.85,3.74,2.36,3.89,2.6,2.08,1.21,0.34,-0.67,-0.47,-1.21,-0.65,-0.54,-0.58,-0.69,-0.96,16.923556077411888,0.37,27.0,5.8,,,,,,,,,,,,,,,,
1922,illinois,,,,,,63.6,22.54,-2.077142857142857,52.6,65.5,73.2,74.2,74.0,69.1,57.1,43.1,5.07,3.55,1.48,3.68,1.78,1.94,2.3,2.74,2.6,-0.35,-1.4,-1.39,-2.16,-2.8,-3.05,-3.39,120.14459483143408,0.69,35.5,7.2,,,,,,,,,,,,,,,,
1922,indiana,,,,,,63.0,23.82,-2.0828571428571427,52.8,65.2,72.2,73.2,72.6,69.3,56.0,42.9,5.9,3.61,1.89,3.51,2.07,1.8,2.87,2.17,3.08,-0.39,-1.32,-1.45,-2.12,-2.82,-2.91,-3.57,81.41231838394488,0.69,36.0,6.4,,,,,,,,,,,,,,,,
1922,iowa,,,,,,61.0,24.9,-0.7128571428571429,48.7,62.7,71.5,70.9,72.9,66.0,54.8,40.6,3.01,3.47,1.77,6.38,2.85,2.08,1.73,3.61,0.51,-0.31,-1.53,1.04,-0.45,-1.15,-1.56,-1.03,43.14694787766952,0.64,45.0,9.1,,,,,,,,,,,,,,,,
1922,minnesota,,,,,,55.3,18.59,-3.4199999999999995,41.4,59.0,65.5,66.2,68.6,60.4,47.4,33.8,1.9,3.02,3.0,2.42,1.97,1.98,1.07,3.23,-2.02,-2.16,-2.6,-2.9,-3.78,-4.23,-4.69,-3.58,28.19320871497977,0.6,29.5,7.3,,,,,,,,,,,,,,,,
1922,missouri,,,,,,65.8,27.6,-1.592857142857143,56.0,66.3,75.6,76.3,76.6,70.6,58.7,46.1,6.43,3.1,1.61,5.56,2.28,3.04,1.87,3.71,2.6,-0.64,-1.61,-0.94,-1.47,-1.81,-2.35,-2.33,49.30638950268832,,28.5,6.4,,,,,,,,,,,,,,,,
